GCIF,Area,Jalur_Pembukaan,Vintage,Usia,Jenis_Kelamin,Status_Perkawinan,Jumlah_Anak,Pendidikan,Produk_Tabungan,Produk_Deposito,Produk_Kartu_Kredit,Produk_Kredit_Rumah,Produk_Kredit_Kendaraan,Produk_Kredit_Dana_Tunai,Total_Kepemilikan_Produk,Pendapatan_Tahunan,Total_Relationship_Balance
G22935,Solo,Cabang,2 - 3 Tahun,51,Perempuan,Menikah,4,Sarjana,1,0,1,1,1,1,5,580,719189365
G24608,Solo,Cabang,2 - 3 Tahun,38,Perempuan,Belum Menikah,0,Sarjana,1,0,1,1,1,1,5,553,796399868
G00971,Solo,Internet Banking,2 - 3 Tahun,26,Perempuan,Menikah,1,Sarjana,1,1,1,1,0,1,5,350,518449642
G10470,Bandung,Cabang,2 - 3 Tahun,30,Laki-laki,Menikah,2,Sarjana,1,1,1,0,1,1,5,213,402167911
G15174,Jakarta,Telemarketing,2 - 3 Tahun,42,Laki-laki,Menikah,2,Sarjana,1,1,1,1,0,1,5,445,662474471
G01797,Surabaya,Internet Banking,2 - 3 Tahun,30,Perempuan,Menikah,3,Sarjana,1,1,0,1,1,1,5,162,549299171
G17885,Surabaya,Aplikasi Digital,2 - 3 Tahun,37,Laki-laki,Menikah,0,Sarjana,1,1,0,1,1,1,5,416,651653184
G10522,Jakarta,Telemarketing,2 - 3 Tahun,30,Laki-laki,Menikah,0,Sarjana,1,1,0,1,1,1,5,305,109908488
G07434,Surabaya,Cabang,2 - 3 Tahun,31,Laki-laki,Belum Menikah,0,Sarjana,1,1,1,1,0,1,5,102,269571824
G15537,Bandung,Cabang,2 - 3 Tahun,40,Laki-laki,Menikah,1,Sarjana,1,1,1,1,0,1,5,339,589253888
G04822,Jakarta,Aplikasi Digital,2 - 3 Tahun,28,Perempuan,Menikah,4,Sarjana,1,1,0,1,1,1,5,314,122836876
G13660,Bandung,Internet Banking,2 - 3 Tahun,22,Laki-laki,Belum Menikah,0,Sarjana,1,1,1,1,1,0,5,293,467310172
G03281,Solo,Internet Banking,2 - 3 Tahun,26,Perempuan,Menikah,2,Sarjana,1,1,1,1,0,1,5,368,685360284
G19384,Bogor,Telemarketing,2 - 3 Tahun,54,Laki-laki,Menikah,3,Sarjana,1,1,1,0,1,1,5,780,370449735
G15314,Bandung,Internet Banking,2 - 3 Tahun,46,Laki-laki,Menikah,4,Sarjana,1,1,1,1,0,1,5,441,711055192
G15867,Solo,Telemarketing,2 - 3 Tahun,37,Perempuan,Menikah,0,Sarjana,1,1,1,1,0,1,5,575,765777651
G17074,Jakarta,Internet Banking,2 - 3 Tahun,48,Laki-laki,Menikah,3,Sarjana,1,1,0,1,1,1,5,407,608699355
G20893,Jakarta,Cabang,2 - 3 Tahun,50,Laki-laki,Menikah,3,Sarjana,1,1,1,1,0,1,5,375,485327313
G01890,Jakarta,Telemarketing,2 - 3 Tahun,26,Perempuan,Menikah,4,Sarjana,1,1,1,1,0,1,5,192,551199264
G18271,Bandung,Internet Banking,2 - 3 Tahun,43,Laki-laki,Menikah,1,Sarjana,1,1,1,1,0,1,5,370,267161932
G16656,Solo,Cabang,2 - 3 Tahun,20,Laki-laki,Belum Menikah,0,Sarjana,1,1,1,1,0,1,5,457,427434806
G24228,Jakarta,Telemarketing,2 - 3 Tahun,61,Perempuan,Menikah,4,Sarjana,0,1,1,1,1,1,5,490,128597918
G18958,Bogor,Internet Banking,2 - 3 Tahun,47,Laki-laki,Menikah,4,Sarjana,1,1,1,1,0,1,5,556,62078396
G20417,Jogja,Internet Banking,2 - 3 Tahun,53,Laki-laki,Menikah,3,Sarjana,1,1,0,1,1,1,5,454,480433402
G10433,Jakarta,Aplikasi Digital,2 - 3 Tahun,57,Laki-laki,Belum Menikah,0,Sarjana,1,1,1,1,0,1,5,500,587975398
G05134,Bandung,Aplikasi Digital,2 - 3 Tahun,25,Perempuan,Menikah,0,Sarjana,1,1,1,1,0,1,5,487,116611385
G20553,Jakarta,Telemarketing,2 - 3 Tahun,57,Laki-laki,Belum Menikah,0,Sarjana,1,1,1,1,0,1,5,867,156204290
G19278,Bogor,Internet Banking,2 - 3 Tahun,54,Perempuan,Menikah,0,Sarjana,1,1,0,1,1,1,5,557,274861428
G11634,Jakarta,Telemarketing,2 - 3 Tahun,29,Laki-laki,Menikah,3,Sarjana,1,0,1,1,1,1,5,247,464396334
G09656,Jakarta,Aplikasi Digital,2 - 3 Tahun,25,Laki-laki,Menikah,4,Sarjana,1,0,1,1,1,1,5,485,106041678
G04849,Surabaya,Aplikasi Digital,2 - 3 Tahun,34,Laki-laki,Menikah,4,Sarjana,1,1,0,1,1,1,5,454,227803432
G21867,Jakarta,Telemarketing,2 - 3 Tahun,52,Laki-laki,Menikah,0,Sarjana,1,0,1,1,1,1,5,301,211345048
G22179,Jakarta,Telemarketing,2 - 3 Tahun,52,Perempuan,Menikah,0,Sarjana,1,1,1,1,1,0,5,747,88773342
G00664,Jakarta,Telemarketing,2 - 3 Tahun,25,Laki-laki,Menikah,3,Sarjana,1,1,1,1,0,1,5,133,834226661
G07618,Bandung,Internet Banking,2 - 3 Tahun,31,Perempuan,Menikah,3,Sarjana,1,0,1,1,1,1,5,428,765535254
G25720,Bandung,Internet Banking,2 - 3 Tahun,52,Laki-laki,Cerai,2,Sarjana,1,1,1,1,1,0,5,663,680605313
G15643,Bandung,Telemarketing,2 - 3 Tahun,45,Laki-laki,Menikah,0,Sarjana,1,1,1,1,0,1,5,460,574632565
G03104,Jakarta,Internet Banking,2 - 3 Tahun,31,Laki-laki,Menikah,0,Sarjana,1,1,1,1,0,1,5,307,317028950
G19749,Bandung,Cabang,2 - 3 Tahun,52,Laki-laki,Menikah,3,Sarjana,1,1,0,1,1,1,5,398,533746965
G27930,Jakarta,Telemarketing,2 - 3 Tahun,64,Laki-laki,Menikah,2,Sarjana,0,1,1,1,1,1,5,899,847437217
G18937,Jakarta,Telemarketing,2 - 3 Tahun,38,Laki-laki,Menikah,2,Sarjana,1,1,1,1,0,1,5,264,674772973
G06894,Jakarta,Telemarketing,2 - 3 Tahun,58,Laki-laki,Belum Menikah,0,Sarjana,1,1,0,1,1,1,5,317,364424371
G04650,Surabaya,Aplikasi Digital,2 - 3 Tahun,26,Laki-laki,Menikah,1,Sarjana,1,1,1,1,0,1,5,329,192632045
G15297,Jakarta,Telemarketing,2 - 3 Tahun,46,Laki-laki,Menikah,0,Sarjana,1,1,1,1,0,1,5,370,51810503
G19985,Jogja,Cabang,2 - 3 Tahun,41,Laki-laki,Cerai,4,Sarjana,1,1,1,0,1,1,5,825,211321728
G05997,Solo,Cabang,2 - 3 Tahun,27,Laki-laki,Menikah,3,Sarjana,1,1,0,1,1,1,5,400,244539300
G05807,Surabaya,Telemarketing,2 - 3 Tahun,31,Laki-laki,Menikah,4,Sarjana,1,1,1,1,0,1,5,348,770019649
G14917,Jakarta,Telemarketing,2 - 3 Tahun,47,Laki-laki,Menikah,4,Sarjana,1,1,1,1,1,0,5,579,438882376
G22210,Bandung,Internet Banking,2 - 3 Tahun,44,Perempuan,Cerai,2,Sarjana,1,1,1,1,1,0,5,500,467009083
G26994,Surabaya,Internet Banking,2 - 3 Tahun,35,Perempuan,Belum Menikah,0,Sarjana,1,1,1,1,0,1,5,305,331107035
G09667,Solo,Cabang,2 - 3 Tahun,25,Laki-laki,Menikah,0,Sarjana,1,1,0,1,1,1,5,173,61999708
G10405,Jogja,Internet Banking,2 - 3 Tahun,26,Laki-laki,Menikah,1,Sarjana,1,1,0,1,1,1,5,275,279067404
G17990,Surabaya,Cabang,2 - 3 Tahun,42,Perempuan,Menikah,1,Sarjana,1,1,1,1,0,1,5,585,522780608
G18387,Surabaya,Telemarketing,2 - 3 Tahun,47,Laki-laki,Menikah,3,Sarjana,1,1,1,1,0,1,5,362,638629489
G21579,Solo,Telemarketing,2 - 3 Tahun,50,Perempuan,Menikah,2,Sarjana,1,0,1,1,1,1,5,311,253486271
G22382,Jogja,Aplikasi Digital,2 - 3 Tahun,52,Laki-laki,Menikah,4,Sarjana,1,1,1,1,0,1,5,315,440456350
G26402,Bandung,Telemarketing,2 - 3 Tahun,41,Laki-laki,Cerai,4,Sarjana,1,1,1,0,1,1,5,306,259735430
G03000,Solo,Internet Banking,2 - 3 Tahun,40,Laki-laki,Belum Menikah,0,Sarjana,1,0,1,1,1,1,5,531,558439958
G05067,Surabaya,Aplikasi Digital,2 - 3 Tahun,31,Laki-laki,Menikah,0,Sarjana,1,1,1,1,0,1,5,314,82234122
G16135,Surabaya,Internet Banking,2 - 3 Tahun,37,Laki-laki,Menikah,2,Sarjana,1,1,1,1,0,1,5,338,474413066
G12483,Bandung,Cabang,2 - 3 Tahun,31,Laki-laki,Belum Menikah,0,Sarjana,1,1,1,1,1,0,5,192,736229668
G02289,Jakarta,Telemarketing,2 - 3 Tahun,31,Laki-laki,Menikah,4,Sarjana,1,1,0,1,1,1,5,306,428036584
G03457,Bandung,Cabang,2 - 3 Tahun,31,Perempuan,Menikah,1,Sarjana,1,1,1,1,0,1,5,226,56955128
G14896,Bandung,Internet Banking,2 - 3 Tahun,36,Perempuan,Menikah,0,Sarjana,1,1,1,1,0,1,5,295,201228507
G17700,Bandung,Telemarketing,2 - 3 Tahun,35,Laki-laki,Menikah,2,Sarjana,1,1,1,1,0,1,5,366,289183484
G16196,Bandung,Internet Banking,2 - 3 Tahun,44,Laki-laki,Menikah,2,Sarjana,1,1,1,1,0,1,5,392,696920070
G20437,Bandung,Telemarketing,2 - 3 Tahun,52,Laki-laki,Cerai,0,Sarjana,1,1,1,1,0,1,5,429,420426761
G02851,Jakarta,Aplikasi Digital,2 - 3 Tahun,26,Perempuan,Menikah,0,Sarjana,1,1,1,1,0,1,5,430,99469328
G19494,Surabaya,Telemarketing,2 - 3 Tahun,51,Laki-laki,Menikah,4,Sarjana,1,1,1,1,0,1,5,607,304674909
G10253,Solo,Cabang,2 - 3 Tahun,31,Perempuan,Menikah,0,Sarjana,1,0,1,1,1,1,5,160,583064531
G05077,Jakarta,Telemarketing,2 - 3 Tahun,31,Perempuan,Menikah,3,Sarjana,1,1,1,1,0,1,5,303,167811949
G12010,Bandung,Internet Banking,2 - 3 Tahun,50,Laki-laki,Belum Menikah,0,Sarjana,1,1,0,1,1,1,5,843,74133006
G19235,Solo,Internet Banking,2 - 3 Tahun,47,Laki-laki,Cerai,2,Sarjana,1,1,1,1,0,1,5,623,224455455
G05405,Jogja,Internet Banking,2 - 3 Tahun,30,Perempuan,Menikah,0,Sarjana,1,1,1,1,0,1,5,420,355559882
G18757,Jogja,Internet Banking,2 - 3 Tahun,49,Laki-laki,Menikah,4,Sarjana,1,1,1,1,0,1,5,269,592698734
G02007,Solo,Internet Banking,2 - 3 Tahun,30,Laki-laki,Belum Menikah,0,Sarjana,1,1,0,1,1,1,5,298,221668532
G05032,Jogja,Cabang,2 - 3 Tahun,25,Laki-laki,Menikah,3,Sarjana,1,1,1,1,0,1,5,417,363377280
G18425,Jogja,Telemarketing,2 - 3 Tahun,38,Perempuan,Menikah,4,Sarjana,1,1,1,1,0,1,5,401,628339713
G16494,Jakarta,Telemarketing,2 - 3 Tahun,39,Laki-laki,Menikah,1,Sarjana,1,1,0,1,1,1,5,355,450131153
G05346,Bandung,Aplikasi Digital,2 - 3 Tahun,30,Laki-laki,Menikah,0,Sarjana,1,1,1,1,0,1,5,373,754926529
G13446,Jakarta,Aplikasi Digital,2 - 3 Tahun,40,Perempuan,Menikah,4,Sarjana,1,1,0,1,1,1,5,371,264479557
G24185,Bandung,Telemarketing,2 - 3 Tahun,59,Laki-laki,Belum Menikah,0,Sarjana,1,0,1,1,1,1,5,499,782899660
G00549,Jogja,Telemarketing,2 - 3 Tahun,32,Perempuan,Menikah,2,Sarjana,1,1,0,1,1,1,5,453,205575124
G06193,Surabaya,Cabang,2 - 3 Tahun,41,Laki-laki,Cerai,0,Sarjana,1,1,1,1,0,1,5,493,572894508
G18940,Jakarta,Telemarketing,2 - 3 Tahun,43,Laki-laki,Menikah,3,Sarjana,1,1,0,1,1,1,5,493,836007547
G26724,Surabaya,Internet Banking,2 - 3 Tahun,58,Laki-laki,Cerai,3,Sarjana,1,1,1,0,1,1,5,582,469680133
G10395,Jakarta,Telemarketing,2 - 3 Tahun,59,Perempuan,Belum Menikah,0,Sarjana,1,1,1,1,0,1,5,556,467759745
G10706,Surabaya,Telemarketing,2 - 3 Tahun,50,Laki-laki,Belum Menikah,0,Sarjana,1,1,1,1,0,1,5,741,405849748
G15825,Bandung,Internet Banking,2 - 3 Tahun,55,Laki-laki,Cerai,2,Sarjana,1,1,1,1,0,1,5,422,415313233
G15309,Jakarta,Aplikasi Digital,2 - 3 Tahun,47,Laki-laki,Menikah,1,Sarjana,1,1,0,1,1,1,5,435,147036229
G18412,Bandung,Cabang,2 - 3 Tahun,36,Laki-laki,Menikah,2,Sarjana,1,1,0,1,1,1,5,423,164784157
G19507,Bandung,Internet Banking,2 - 3 Tahun,25,Laki-laki,Belum Menikah,0,Sarjana,1,1,1,1,0,1,5,194,739963789
G07661,Jakarta,Aplikasi Digital,2 - 3 Tahun,29,Laki-laki,Menikah,2,Sarjana,1,1,0,1,1,1,5,158,819263986
G10977,Bandung,Telemarketing,2 - 3 Tahun,42,Laki-laki,Belum Menikah,0,Sarjana,1,1,1,0,1,1,5,480,448663288
G12961,Bogor,Aplikasi Digital,2 - 3 Tahun,48,Laki-laki,Menikah,1,Sarjana,1,1,1,1,0,1,5,462,187553946
G15001,Solo,Cabang,2 - 3 Tahun,50,Laki-laki,Cerai,1,Sarjana,1,1,1,1,0,1,5,344,593427799
G08409,Solo,Aplikasi Digital,2 - 3 Tahun,52,Perempuan,Belum Menikah,0,Sarjana,1,1,1,1,0,1,5,705,252136006
G13589,Jakarta,Aplikasi Digital,2 - 3 Tahun,58,Perempuan,Cerai,2,Sarjana,1,1,1,1,0,1,5,368,424075407
G11156,Solo,Telemarketing,2 - 3 Tahun,42,Laki-laki,Cerai,1,Sarjana,1,1,1,1,0,1,5,590,227676329
G16312,Bandung,Internet Banking,2 - 3 Tahun,36,Perempuan,Menikah,1,Sarjana,1,1,1,1,0,1,5,542,241426551
G16210,Solo,Aplikasi Digital,2 - 3 Tahun,44,Laki-laki,Menikah,3,Sarjana,1,1,1,1,0,1,5,542,814699575
G18568,Jakarta,Aplikasi Digital,2 - 3 Tahun,47,Perempuan,Menikah,3,Sarjana,1,1,0,1,1,1,5,555,623229658
G09288,Surabaya,Internet Banking,2 - 3 Tahun,57,Laki-laki,Belum Menikah,0,Sarjana,1,1,1,0,1,1,5,825,211883621
G17955,Solo,Aplikasi Digital,2 - 3 Tahun,35,Laki-laki,Menikah,3,Sarjana,1,1,1,1,0,1,5,565,80555256
G19302,Jogja,Aplikasi Digital,2 - 3 Tahun,50,Laki-laki,Menikah,1,Sarjana,1,1,1,1,0,1,5,504,408258246
G15313,Bandung,Aplikasi Digital,2 - 3 Tahun,41,Laki-laki,Menikah,2,Sarjana,1,1,1,1,0,1,5,291,64878982
G16289,Solo,Aplikasi Digital,2 - 3 Tahun,36,Laki-laki,Belum Menikah,0,Sarjana,1,0,1,1,1,1,5,518,830233046
G10796,Jakarta,Telemarketing,2 - 3 Tahun,50,Laki-laki,Cerai,4,Sarjana,1,1,1,1,0,1,5,482,319352984
G14354,Surabaya,Internet Banking,2 - 3 Tahun,42,Perempuan,Menikah,4,Sarjana,1,1,1,1,1,0,5,393,765838102
G23340,Solo,Aplikasi Digital,2 - 3 Tahun,40,Perempuan,Belum Menikah,0,Sarjana,1,1,1,1,0,1,5,540,58155074
G12048,Surabaya,Aplikasi Digital,2 - 3 Tahun,43,Laki-laki,Menikah,4,Sarjana,1,1,1,1,0,1,5,409,628480537
G14419,Bandung,Cabang,2 - 3 Tahun,47,Laki-laki,Menikah,1,Sarjana,1,1,1,1,0,1,5,270,304415191
G15121,Surabaya,Internet Banking,2 - 3 Tahun,37,Laki-laki,Menikah,0,Sarjana,1,1,1,1,0,1,5,485,618952257
G14343,Jogja,Cabang,2 - 3 Tahun,39,Laki-laki,Menikah,2,Sarjana,1,1,1,1,0,1,5,406,477251697
G18020,Surabaya,Aplikasi Digital,2 - 3 Tahun,38,Perempuan,Menikah,1,Sarjana,1,1,1,1,0,1,5,407,166182632
G22640,Surabaya,Cabang,2 - 3 Tahun,50,Laki-laki,Menikah,3,Sarjana,1,1,1,1,0,1,5,677,478522920
G27163,Solo,Aplikasi Digital,2 - 3 Tahun,59,Laki-laki,Belum Menikah,0,Sarjana,1,1,1,1,0,1,5,454,548215976
G15030,Solo,Cabang,2 - 3 Tahun,46,Perempuan,Menikah,2,Sarjana,1,1,1,1,0,1,5,579,847437802
G24183,Surabaya,Telemarketing,2 - 3 Tahun,38,Laki-laki,Belum Menikah,0,Sarjana,1,1,0,1,1,1,5,359,301400570
G22095,Bandung,Internet Banking,2 - 3 Tahun,52,Laki-laki,Menikah,3,Sarjana,1,1,1,1,0,1,5,556,69658855
G01614,Jakarta,Telemarketing,2 - 3 Tahun,57,Laki-laki,Cerai,0,Sarjana,1,1,1,1,0,1,5,452,661709419
G19238,Surabaya,Telemarketing,2 - 3 Tahun,51,Laki-laki,Menikah,3,Sarjana,1,1,1,1,0,1,5,750,624694666
G13690,Jakarta,Telemarketing,2 - 3 Tahun,56,Laki-laki,Belum Menikah,0,Sarjana,1,1,1,1,0,1,5,321,419526853
G26317,Bandung,Cabang,2 - 3 Tahun,41,Perempuan,Cerai,0,Sarjana,1,1,1,1,1,0,5,559,287565615
G17804,Jakarta,Telemarketing,2 - 3 Tahun,51,Laki-laki,Belum Menikah,0,Sarjana,1,1,1,0,1,1,5,747,221200116
G15365,Bandung,Telemarketing,2 - 3 Tahun,42,Perempuan,Menikah,2,Sarjana,1,1,1,1,0,1,5,542,621443478
G14436,Bandung,Cabang,2 - 3 Tahun,50,Laki-laki,Belum Menikah,0,Sarjana,1,1,1,0,1,1,5,684,127808472
G04982,Surabaya,Internet Banking,2 - 3 Tahun,57,Laki-laki,Belum Menikah,0,Sarjana,1,1,0,1,1,1,5,508,757724327
G08503,Jakarta,Aplikasi Digital,2 - 3 Tahun,46,Perempuan,Belum Menikah,0,Sarjana,1,1,1,1,0,1,5,292,637410286
G15462,Solo,Internet Banking,2 - 3 Tahun,45,Laki-laki,Menikah,4,Sarjana,1,1,0,1,1,1,5,534,378245352
G09730,Jakarta,Telemarketing,2 - 3 Tahun,50,Laki-laki,Belum Menikah,0,Sarjana,1,1,1,1,0,1,5,656,587256736
G22585,Solo,Cabang,2 - 3 Tahun,54,Laki-laki,Menikah,4,Sarjana,1,1,1,0,1,1,5,584,638173826
G17480,Bogor,Internet Banking,2 - 3 Tahun,43,Laki-laki,Menikah,0,Sarjana,1,1,0,1,1,1,5,424,750430763
G16805,Jakarta,Telemarketing,2 - 3 Tahun,41,Perempuan,Menikah,3,Sarjana,1,1,0,1,1,1,5,254,279391078
G21271,Solo,Aplikasi Digital,2 - 3 Tahun,48,Laki-laki,Belum Menikah,0,Sarjana,1,1,1,1,0,1,5,269,438697032
G18610,Solo,Cabang,2 - 3 Tahun,44,Laki-laki,Menikah,2,Sarjana,1,1,0,1,1,1,5,279,823998817
G14179,Surabaya,Internet Banking,2 - 3 Tahun,39,Laki-laki,Belum Menikah,0,Sarjana,1,1,1,1,0,1,5,359,695621122
G22180,Solo,Telemarketing,2 - 3 Tahun,52,Laki-laki,Menikah,4,Sarjana,1,1,0,1,1,1,5,669,153902506
G19196,Bandung,Telemarketing,2 - 3 Tahun,52,Perempuan,Menikah,4,Sarjana,1,1,1,1,1,0,5,304,384107014
G27767,Surabaya,Aplikasi Digital,2 - 3 Tahun,47,Laki-laki,Cerai,3,Sarjana,1,1,0,1,1,1,5,827,104586471
G22387,Bandung,Telemarketing,2 - 3 Tahun,50,Perempuan,Menikah,0,Sarjana,1,1,1,1,0,1,5,828,188319060
G22987,Jogja,Aplikasi Digital,2 - 3 Tahun,53,Laki-laki,Menikah,1,Sarjana,1,1,0,1,1,1,5,522,82214289
G18155,Surabaya,Aplikasi Digital,2 - 3 Tahun,58,Perempuan,Belum Menikah,0,Sarjana,1,1,1,1,0,1,5,543,702240342
G22411,Surabaya,Internet Banking,2 - 3 Tahun,53,Laki-laki,Menikah,1,Sarjana,1,0,1,1,1,1,5,576,453680746
G21430,Bandung,Aplikasi Digital,2 - 3 Tahun,53,Laki-laki,Menikah,4,Sarjana,1,1,1,1,0,1,5,442,190317590
G21543,Surabaya,Telemarketing,2 - 3 Tahun,55,Perempuan,Menikah,1,Sarjana,1,1,1,1,0,1,5,680,120534971
G22672,Solo,Aplikasi Digital,2 - 3 Tahun,50,Laki-laki,Menikah,3,Sarjana,1,1,0,1,1,1,5,410,115261640
G20929,Jakarta,Aplikasi Digital,2 - 3 Tahun,55,Laki-laki,Menikah,3,Sarjana,1,1,1,1,0,1,5,841,236877873
G22032,Surabaya,Cabang,2 - 3 Tahun,54,Laki-laki,Menikah,3,Sarjana,1,1,1,1,0,1,5,875,798440619
G04888,Jakarta,Telemarketing,2 - 3 Tahun,54,Laki-laki,Belum Menikah,0,Sarjana,1,1,0,1,1,1,5,375,510876941
G20716,Surabaya,Aplikasi Digital,2 - 3 Tahun,52,Laki-laki,Menikah,1,Sarjana,1,1,1,1,0,1,5,612,414488168
G21784,Jakarta,Internet Banking,2 - 3 Tahun,50,Laki-laki,Menikah,0,Sarjana,1,1,1,1,0,1,5,818,398791766
G20636,Jogja,Cabang,2 - 3 Tahun,55,Laki-laki,Menikah,2,Sarjana,1,1,1,1,0,1,5,821,597969787
G21936,Surabaya,Aplikasi Digital,2 - 3 Tahun,55,Laki-laki,Menikah,1,Sarjana,1,1,1,1,1,0,5,857,548071893
G15835,Bandung,Telemarketing,2 - 3 Tahun,58,Laki-laki,Belum Menikah,0,Sarjana,1,1,1,1,0,1,5,601,751944723
G06717,Jakarta,Telemarketing,2 - 3 Tahun,51,Perempuan,Belum Menikah,0,Sarjana,1,1,0,1,1,1,5,476,538416980
G07717,Jakarta,Cabang,2 - 3 Tahun,58,Laki-laki,Belum Menikah,0,Sarjana,1,1,1,1,0,1,5,405,135356089
G08267,Jogja,Telemarketing,2 - 3 Tahun,58,Perempuan,Belum Menikah,0,Sarjana,1,1,1,1,0,1,5,398,760471215
G19556,Jogja,Internet Banking,2 - 3 Tahun,51,Perempuan,Menikah,1,Sarjana,1,1,0,1,1,1,5,523,587293563
G01976,Solo,Telemarketing,2 - 3 Tahun,53,Laki-laki,Belum Menikah,0,Sarjana,1,1,1,1,0,1,5,361,128247895
G19552,Bandung,Cabang,2 - 3 Tahun,54,Laki-laki,Menikah,0,Sarjana,1,1,1,1,0,1,5,633,811139341
G26531,Surabaya,Cabang,2 - 3 Tahun,41,Perempuan,Cerai,3,Sarjana,1,1,1,1,0,1,5,311,516397417
G22736,Bandung,Aplikasi Digital,2 - 3 Tahun,51,Laki-laki,Menikah,4,Sarjana,1,1,0,1,1,1,5,443,657151017
G20800,Bandung,Internet Banking,2 - 3 Tahun,54,Laki-laki,Menikah,4,Sarjana,1,1,1,1,0,1,5,617,94262122
G21484,Solo,Internet Banking,2 - 3 Tahun,51,Perempuan,Menikah,1,Sarjana,1,1,0,1,1,1,5,706,326313514
G21743,Surabaya,Aplikasi Digital,2 - 3 Tahun,52,Perempuan,Menikah,2,Sarjana,1,1,0,1,1,1,5,353,608679416
G19508,Bandung,Internet Banking,2 - 3 Tahun,55,Laki-laki,Menikah,4,Sarjana,1,1,1,1,0,1,5,445,754326646
G20133,Surabaya,Cabang,2 - 3 Tahun,50,Laki-laki,Menikah,1,Sarjana,1,1,1,1,0,1,5,765,455772457
G22482,Solo,Aplikasi Digital,2 - 3 Tahun,55,Laki-laki,Menikah,1,Sarjana,1,1,1,1,0,1,5,742,378118671
G05156,Jakarta,Telemarketing,2 - 3 Tahun,54,Laki-laki,Belum Menikah,0,Sarjana,1,1,1,1,0,1,5,312,282627141
G22118,Solo,Telemarketing,2 - 3 Tahun,50,Perempuan,Menikah,0,Sarjana,1,0,1,1,1,1,5,408,261804036
G27269,Jogja,Internet Banking,2 - 3 Tahun,61,Laki-laki,Menikah,3,Sarjana,0,1,1,1,1,1,5,322,160361413
G22068,Jakarta,Aplikasi Digital,2 - 3 Tahun,60,Laki-laki,Cerai,1,Sarjana,1,1,1,1,0,1,5,723,191798446
G22250,Bandung,Aplikasi Digital,2 - 3 Tahun,54,Perempuan,Menikah,2,Sarjana,1,1,1,1,1,0,5,477,537821249
G27624,Bandung,Internet Banking,2 - 3 Tahun,60,Laki-laki,Menikah,1,Sarjana,0,1,1,1,1,1,5,499,298258781
G20217,Surabaya,Telemarketing,2 - 3 Tahun,55,Laki-laki,Menikah,0,Sarjana,1,1,1,1,1,0,5,766,389974624
G22397,Jakarta,Telemarketing,2 - 3 Tahun,55,Laki-laki,Menikah,2,Sarjana,1,1,0,1,1,1,5,503,452698524
G21402,Surabaya,Telemarketing,2 - 3 Tahun,60,Perempuan,Cerai,3,Sarjana,1,1,0,1,1,1,5,683,471055281
G19518,Jakarta,Telemarketing,2 - 3 Tahun,52,Perempuan,Menikah,0,Sarjana,1,0,1,1,1,1,5,545,54775260
G25995,Jakarta,Cabang,2 - 3 Tahun,68,Perempuan,Menikah,0,Sarjana,0,1,1,1,1,1,5,572,788788538
G22707,Bandung,Telemarketing,2 - 3 Tahun,41,Perempuan,Cerai,0,Sarjana,1,1,1,1,0,1,5,364,681746619
G05586,Surabaya,Internet Banking,2 - 3 Tahun,50,Perempuan,Cerai,1,Sarjana,1,0,1,1,1,1,5,420,223302434
G14322,Jakarta,Aplikasi Digital,2 - 3 Tahun,59,Laki-laki,Cerai,3,Sarjana,1,1,1,1,0,1,5,268,287328834
G19174,Jakarta,Telemarketing,2 - 3 Tahun,51,Laki-laki,Cerai,0,Sarjana,1,1,1,1,1,0,5,444,267045512
G27148,Jogja,Telemarketing,2 - 3 Tahun,51,Perempuan,Cerai,3,Sarjana,1,1,0,1,1,1,5,342,105227914
G02890,Bandung,Internet Banking,2 - 3 Tahun,,Laki-laki,Janda/Duda,3,Sarjana,1,1,1,1,0,1,5,399,341341482
G03098,Solo,Aplikasi Digital,2 - 3 Tahun,,Perempuan,Janda/Duda,2,Sarjana,1,1,1,1,0,1,5,437,792504773
G00081,Solo,Internet Banking,2 - 3 Tahun,,Perempuan,Janda/Duda,0,Sarjana,1,1,1,1,0,1,5,493,204571097
G00080,Solo,Telemarketing,2 - 3 Tahun,,Laki-laki,Janda/Duda,3,Sarjana,1,1,1,1,0,1,5,419,797159256
G00816,Surabaya,Internet Banking,2 - 3 Tahun,,Laki-laki,Janda/Duda,1,Sarjana,1,1,1,1,0,1,5,305,138757559
G06601,Bandung,Internet Banking,2 - 3 Tahun,,Laki-laki,Janda/Duda,0,Sarjana,1,1,1,1,1,0,5,136,655701156
G08096,Jakarta,Telemarketing,2 - 3 Tahun,,Laki-laki,Janda/Duda,0,Sarjana,1,1,1,1,0,1,5,480,797150311
G08698,Jakarta,Internet Banking,2 - 3 Tahun,,Laki-laki,Janda/Duda,3,Sarjana,1,1,1,1,0,1,5,248,88967105
G09090,Surabaya,Internet Banking,2 - 3 Tahun,,Laki-laki,Janda/Duda,0,Sarjana,1,1,1,1,0,1,5,116,138388060
G09690,Bandung,Aplikasi Digital,2 - 3 Tahun,,Perempuan,Janda/Duda,2,Sarjana,1,1,1,1,0,1,5,415,80991058
G10103,Jakarta,Telemarketing,2 - 3 Tahun,,Laki-laki,Janda/Duda,1,Sarjana,1,1,1,1,0,1,5,259,50053045
G10107,Bandung,Cabang,2 - 3 Tahun,,Perempuan,Janda/Duda,0,Sarjana,1,1,1,1,0,1,5,309,184985190
